B20010,Low cloud cover ECMWF,Percent,98,128,186,255,1.0,0.0
B20010,Medium cloud cover,Percent,255,2,74,255,1.0,0.0
B20010,Medium cloud cover ECMWF,Percent,98,128,187,255,1.0,0.0
B20010,Total cloud cover,Fraction,200,200,114,0,100.0,0.0
B20010,Total cloud cover,Fraction,200,200,114,255,100.0,0.0
B20010,Total cloud cover,Percent,255,2,71,255,1.0,0.0
B20010,Total cloud cover,Percent,98,128,164,255,1.0,0.0
B22001,Direction of waves,degree true,200,140,230,255,1.0,0.0
B22001,Direction of waves,degree true,98,140,230,255,1.0,0.0
B22037,Tidal elevation with respect to national land datum,m,255,2,82,255,1.0,0.0
B22062,Salinity,kg/kg->per mille?,255,2,88,255,1000.,0.0
B22070,Significant wave height,m,255,2,102,255,1.0,0.0
B22070,Significant wave height,m,200,140,229,255,1.0,0.0
B22070,Significant wave height,m,98,140,229,255,1.0,0.0
B22071,Spectral peak wave period,s,200,140,231,255,1.0,0.0
B22071,Spectral peak wave period,s,98,140,231,255,1.0,0.0
B22074,Average wave period,s,200,140,232,255,1.0,0.0
B22074,Average wave period,s,98,140,232,255,1.0,0.0
B23192,Dry deposition of H2SO4 (invented),mol/m**2,200,200,140,255,1.0,0.0
B23193,Wet deposition of H2SO4 (invented),mol/m**2,200,200,141,255,1.0,0.0
B23194,Dry deposition of NH4 (invented),mol/m**2,200,200,142,255,1.0,0.0
B23195,Wet deposition of NH4 (invented),mol/m**2,200,200,143,255,1.0,0.0
B23196,Dry deposition of HNO3 (invented),mol/m**2,200,200,144,255,1.0,0.0
B23197,Wet deposition of HNO3 (invented),mol/m**2,200,200,145,255,1.0,0.0
B29192,Land fraction (invented),Percent,255,2,81,255,1.0,0.0
B29192,Land fraction (invented),Percent,200,2,81,255,1.0,0.0
